Genome	PSM count	Peptide count	Unique peptide count	GTDB_Name	GTDB_Rank	GTDB_Superkingdom	GTDB_Kingdom	GTDB_Phylum	GTDB_Class	GTDB_Order	GTDB_Family	GTDB_Genus	GTDB_Species	NCBI_Name	NCBI_Rank	NCBI_Superkingdom	NCBI_Kingdom	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	Intensity 10_18	Intensity 10_9	Intensity 11_18	Intensity 11_9	Intensity 12_18	Intensity 12_9	Intensity 13_18	Intensity 13_9	Intensity 14_18	Intensity 14_9	Intensity 15_18	Intensity 15_9	Intensity 16_18	Intensity 16_9	Intensity 17_18	Intensity 17_9	Intensity 18_18	Intensity 18_9	Intensity 9_18	Intensity 9_9
MGYG000300091	2483	159	15	Niameybacter stercoravium	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Cellulosilyticaceae	Niameybacter	Niameybacter stercoravium	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				9.723012634042554E7	1089715.0	1.2069998133333333E8	5.23599642E7	3.9854287333333336E7	0.0	6.131026929078014E7	2755552.0	9.303129807092199E7	3237700.0	9.2002606E7	3039835.0	3.619836838297872E7	418715.0	2.1727306737588655E7	431120.0	2.5501156E7	362318.0	9.648888034042554E7	0.0
MGYG000301181	18467	1823	269	Blautia_A sp018919065	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp018919065	Blautia	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia		3.714594139242745E9	3.847965866666667E8	2.2885611870879116E9	3.353309715E8	2.368901990843101E9	1.77177205E8	2.3814820494733205E9	2.223555025E8	3.1951903171463194E9	1.73516685E8	2.7596233924801583E9	1.4912465633333334E8	2.446318899031942E9	4.031138533333333E8	3.2411571228685412E9	1.2376357633333333E8	3.017034239105617E9	1.129002825E8	3.371021826034565E9	1.57633445E8
MGYG000301225	5534	339	17	UBA11774 sp900556645	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA11774	UBA11774 sp900556645	Lachnospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae			2.1317870396546715E8	5753969.0	1.4903200515151516E8	9037875.0	5.977707936363637E7	1.76657625E7	1.1681225485355072E8	1.623226E7	1.925637328631298E8	6768580.0	1.3653787194805193E8	5692269.846153846	9.096255781155016E7	4156460.0	1.1795104935663627E8	1812130.0	6.321408309523809E7	2192897.5	2.138179534226766E8	1.35695955E7
MGYG000301467	6322	381	61	Prevotella sp900314365	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900314365	Prevotellaceae	Family	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae			5.39033661410534E8	1.352551619047619E7	5.936402963636365E8	2.30286875E7	8.704796422222222E8	4.182646047619048E7	1.3101859593434343E9	4.61689E7	6.812979423953823E8	4.072441E7	6.462239602128428E8	1.62203E7	8.051874575974027E8	2.235563761904762E7	6.73926188896104E8	1.8220240952380955E7	7.822475903968253E8	2.855403E7	2.9232511182539684E8	1.77505E7
MGYG000303404	198	14	1	SFEB01 sp004558105	Species	Bacteria		Firmicutes_A	Clostridia	Christensenellales	CAG-314	SFEB01	SFEB01 sp004558105	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG000300015	38380	5773	4731	Streptococcus alactolyticus	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus alactolyticus	Candidatus Streptococcus faecavium	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Candidatus Streptococcus faecavium	1.1216838266333334E10	2.155955662666667E9	1.0588951299666668E10	1.1386229938333334E10	3.3953425599166668E10	2.0259266751333332E10	1.2134470798666668E10	3.4477029333333335E9	1.6643286266E10	1.136668475E10	1.2422443743E10	6.991549576166666E10	1.9087653436E10	1.6770840211666666E10	1.06811178175E10	1.9375282783333335E9	7.366071893333333E9	4.1407615E9	1.1096265605999998E10	5.390520143333334E9
MGYG000301587	8290	775	289	Prevotella sp000434975	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000434975	Prevotella	Genus	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		7.358888161111112E8	2.266251E7	2.174759945555555E9	4.2060327E7	2.19334192E9	3.7583829E7	1.8067181561111112E9	5.833955475E7	1.0174769669444444E9	4.1674469E7	1.715402151111111E9	3.518867E7	1.4042657334722223E9	4.1409447E7	1.0729379519444444E9	2.250765E7	2.2151760922222223E9	3.4139481625E7	1.39472443E9	4.032331E7
MGYG000302555	3979	306	26	Agathobacter	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter												6.787917E7	2466340.0	6.0640095E7	5488980.0	3.5661195E7	2556800.0	4.029260533333333E8	3691620.0	6.1340453333333336E7	1.881983E7	7.462539E7	0.0	4.8175001E7	0.0	5.402057E7	4189400.0	2.7627293333333332E7	4387750.0	6.346114E7	608535.0
MGYG000301224	4458	408	97	Terrisporobacter	Genus	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter												1.2826215E8	8804832.5	7.3092714E8	3.8012001571428573E8	9.080443E7	1.421478E7	1.8204677166666666E8	2.531415E7	5.162910726190476E8	2.0494706E8	2.6526321E8	8693021.0	2.0029335142857143E8	1.3922945E7	1.49604675E8	8071960.0	8.200001662087911E8	1.044862E7	2.47049305E8	1.6951545E7
MGYG000302797	2249	98	9	HGM11377 sp900755035	Species	Bacteria		Firmicutes_A	Clostridia	Christensenellales	CAG-917	HGM11377	HGM11377 sp900755035	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				3599875.0	0.0	6713800.0	2063500.0	175277.5	1245900.0	6850125.0	3454200.0	4349600.0	2593800.0	8853875.0	0.0	507000.0	1926400.0	1.47466E7	1881100.0	1925100.0	1438000.0	6428950.0	1515300.0
MGYG000300136	785	161	50	Clostridium sp900543325	Species	Bacteria		Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp900543325	Clostridium	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium		5.965832E7	9.762632E7	9.021745E7	1.4090537357142856E9	3.3130045E8	9.12649E7	2.091738E8	2.0608821E8	2.7978126428571427E8	6.60914E7	2.2079645E8	5.470906E7	1.3674017142857143E8	1.415279E7	1.0058445E8	1.992856E7	1.0017437428571428E8	7.521584E7	7.580247E7	6202580.0
MGYG000302799	1716	119	17	Ruminococcus_E	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E												2.2122764505494505E7	0.0	1.754934065934066E7	845200.0	3.1511541978021976E7	3231885.7142857146	6.18395180952381E7	2144363.333333333	2.4118076190476194E7	1102900.0	3.5352303809523806E7	540271.4285714285	5.837983421245421E7	351357.14285714284	1.379818142857143E7	0.0	2.1388714285714284E7	1250585.7142857143	3.25112110989011E7	1184158.5714285714
MGYG000301580	634	35	7	Anaerotignum sp001304995	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum sp001304995	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				1.8286372340425532E7	5604200.0	2.297301E7	973620.0	891216.0	242100.0	3.085884095744681E7	0.0	2.921087340425532E7	2252530.0	1.3882895E7	0.0	3.493171138297872E7	2169775.0	4173693.404255319	1712000.0	1.0772606923076924E7	2121280.0	1.4725332340425532E7	1371500.0
MGYG000300370	6963	436	108	Prevotella	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella												5.831980433333333E8	1.240177E7	7.7533757E8	6727360.0	7.761311433333333E8	2.742603E7	7.0801287E8	2.4646633333333332E7	8.598073933333333E8	1.802382E7	3.870810783333333E8	8833956.666666668	4.894433383333333E8	1.670214E7	2.779489733333334E8	2.274226E7	5.006440766666667E8	8000690.0	6.644227033333334E8	1.1398366666666666E7
MGYG000302792	3554	385	83	Phascolarctobacterium_A	Genus	Bacteria		Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A												5.665505246904761E8	3.2569375E7	3.4568291714285713E8	2.4623435E7	8.601366666666667E7	1.819777E7	3.9353422000000006E8	3.507345E7	4.866128266666666E8	2.79529E7	3.0667891428571427E8	3.879491E7	1.8303909252380955E8	4.185139E7	1.085227921904762E9	3.8651166666666664E7	8.849217457142857E7	2.8880305333333332E7	2.9467050095238096E8	1.153698E7
MGYG000300493	8111	883	352	Selenomonas_C sp900318215	Species	Bacteria		Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas_C	Selenomonas_C sp900318215	Selenomonas	Genus	Bacteria		Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas		5.273152776666667E8	6.3147435E7	5.897127688333333E9	1.3811433083333334E8	4.05385015E8	1.870337875E8	1.7920202556666667E9	1.851102275E8	5.699402475000001E8	1.0529133916666667E8	1.4841969683333333E9	8.254151416666666E7	1.1504963975000002E9	8.43358925E7	3.195253168333333E9	9.0755258E7	6.281043E8	6.915285E7	6.451853533333334E8	1.26789352E8
MGYG000302670	1908	267	30	Limosilactobacillus sp012843675	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus sp012843675	Lactobacillus	Genus	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		1.19752655E8	1.4935815E7	8.4881565E7	2.8315835E7	9.37233155E7	9.7362595E7	1.2805976E8	1.220374E7	2.25696755E8	1.8132709E7	1.2030511E8	4.67468275E7	7.1965607E7	3.400809E7	1.80483175E8	6513045.0	7.69649905E7	3.510811E8	1.6114315E8	5.30538255E7
MGYG000300130	1286	94	14	Megamonas funiformis	Species	Bacteria		Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis	Megamonas rupellensis	Species	Bacteria		Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas rupellensis	6093515.0	291870.0	7538562.5	465022.5	7249900.0	3336692.5	1761800.0	2128692.5	4791647.5	8272232.5	7762591.666666667	261027.5	6154137.5	1196687.5	1.4994105833333334E8	439600.0	9763830.0	3246325.0	939105.0	1137350.0
MGYG000300253	1679	86	27	Cryptobacteroides sp016295245	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp016295245	Bacteroidales	Order	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales				3.940829E7	3771585.0	4.202285E7	5283000.0	4.30969305E8	1658200.0	6.634455E7	2096475.0	1.2506802E8	4646600.0	3.1597385E8	184200.0	2.9877E7	8487000.0	2.142275E8	1964030.0	6.752592E8	1024100.0	2.34066455E8	417750.0
MGYG000302674	14537	1509	198	Blautia_A sp000285855	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp000285855	Oscillospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae			2.2223601019277267E9	1.5628428997619048E8	2.1382001759523811E9	9.56996265E7	1.5563568527698412E9	1.0262660821428572E8	2.3024440049653835E9	8.97332225E7	2.306103495432033E9	9.5973515E7	2.3530752772420635E9	7.830129414285715E7	1.890847354200439E9	1.3411832976190476E8	2.370823849773303E9	7.076921957142857E7	2.280890508510379E9	1.1453380428571428E8	2.4024217295388384E9	7.176107957142857E7
MGYG000300013	9263	967	417	Prevotella sp900771975	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900771975	Prevotella	Genus	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		1.971515140551948E9	7.739087285714285E7	1.5497388622077923E9	7.864924977272727E7	2.979552703181818E9	7.611384714285715E7	1.6515794081818182E9	1.1935476018181819E8	1.620004707142857E9	6.008160045454545E7	2.0875778200194805E9	6.806893681818181E7	2.278773982142857E9	9.475030064935064E7	5.359764448571428E9	6.392342455844156E7	2.186757301785714E9	5.842899545454545E7	1.9259440480779219E9	3.488473864772727E7
MGYG000300497	5297	355	54	CAG-127 sp900553925	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	CAG-127 sp900553925	Lachnospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae			1.0127332818181819E8	2600300.0	2.6471832424242425E8	4093900.0	1.0162666515151514E8	2168860.0	3.666606771212121E8	3257630.0	4.5754063909090906E8	4696307.0	7.988139575757577E7	4769426.0	1.1673716303030303E8	1135740.0	1.3583034424242425E8	1.686427E7	1.0642536833333333E8	108110.0	1.1182672818181819E8	1890300.0
MGYG000302311	2174	251	167	Akkermansia	Genus	Bacteria		Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia												2.0854058E8	1.097695E7	1.55305626E9	2.0140389E8	7.330006E7	2.4955733E7	2.979372E8	2.569092E7	3.5182102E8	1.4671073E7	1.7883708E8	2.485074E7	1.696386E8	8498738.0	4.9781617E8	2.056302E7	1.0251947E8	4.731099E7	2.3297481E8	1.42804E7
MGYG000302795	1231	78	8	UBA737 sp905211675	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	UBA737 sp905211675	Oscillospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae			5679253.571428571	0.0	1.32055E7	0.0	2056087.5	0.0	1.0104985714285715E7	0.0	3.749467142857143E7	0.0	6150157.857142857	0.0	3.159937142857143E7	0.0	4756904.285714285	0.0	1124671.4285714286	0.0	3553077.1428571427	0.0
MGYG000301599	408	17	2	Fusobacterium_A varium	Species	Bacteria		Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	Fusobacterium_A varium	Fusobacterium varium	Species	Bacteria		Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium	2528100.0	1577700.0	7132666.666666667	0.0	588720.0	0.0	6974366.666666667	0.0	1926400.0	0.0	6689433.333333333	0.0	1024900.0	0.0	1.5782033333333332E7	0.0	2.2511E7	0.0	1428800.0	0.0
MGYG000301235	3514	311	145	Butyricicoccus_A	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus_A												3.266554133333333E8	3.710724E7	3.891821966666667E8	2.3257273333333332E7	2.3894187E8	6.259908E7	5.305899104761905E8	3.0526213333333332E7	4.743321866666666E8	4.5287288E7	1.6416187047619048E8	3.372448E7	2.8323410619047624E8	3.245955E7	1.2178226619047618E8	3.025611E7	2.1815423952380952E8	1.23467E7	1.2452204376190476E9	1.707236E7
MGYG000300389	7144	681	68	Blautia sp001304935	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp001304935	Blautia	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia		8.47153272823831E8	4.514365714285714E7	4.228359568181818E8	8.2173034E7	3.3972187187157285E8	3.1926028333333332E7	6.281974507265664E8	1.7336100833333334E8	8.453772096885266E8	2.6939773333333332E7	4.3343237291630584E8	1.9134899047619045E7	3.4547575484329623E8	1.776922261904762E7	4.259186695947315E8	7254338.571428572	2.587633046111111E8	2.299989023809524E7	9.314638879464862E8	8.157262566666667E7
MGYG000300147	853	48	2	RGIG4131	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	RGIG4131												1430700.0	0.0	3050800.0	0.0	0.0	0.0	1430700.0	0.0	5125300.0	151480.0	5397000.0	0.0	239570.0	0.0	2.032375E7	912340.0	0.0	0.0	4155200.0	0.0
MGYG000303537	58	1	1	JAEEHZ01 sp016296885	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	JAEEHZ01	JAEEHZ01 sp016296885	Clostridiaceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Clostridiaceae			0.0	4238300.0	1953600.0	2.002E9	5.3709E8	1.8915E9	0.0	5.6625E8	4485900.0	7059900.0	0.0	4529100.0	5679300.0	0.0	1765100.0	0.0	6252700.0	0.0	0.0	5693400.0
MGYG000300148	1402	155	45	Clostridium	Genus	Bacteria		Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium												6.945293E7	1.326682E7	1.002197E8	7.385912357142857E8	1.4363522E8	3.9631286E8	9.270905E7	2684130.0	1.2942937428571428E8	6912570.0	1.148348E8	3.7625928E8	1.0793766142857143E8	2.941832E7	6.038638E7	3736100.0	1.2304740928571428E8	5870015.0	7.92094E7	317190.0
MGYG000302327	576	28	3	CAG-1000 sp016302505	Species	Bacteria		Firmicutes	Bacilli	RF39	UBA660	CAG-1000	CAG-1000 sp016302505	Bacilli	Class	Bacteria		Firmicutes	Bacilli					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74101E7	0.0
MGYG000302326	1987	116	14	Ruminococcus sp016303235	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus sp016303235	Oscillospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae			5.331423555555555E7	4004600.0	1.1302861244444443E8	5486100.0	6.15228E7	1557170.0	4.996569911111111E7	2.707407E7	4.665876155555555E7	1.42513E7	3.903711600000001E7	4976900.0	4.100850444444445E7	1.44146E7	4.710278888888889E7	6799700.0	2.4405E7	102030.0	5.1971917777777776E7	1.5267E7
MGYG000301479	83	12	2	CAG-170 sp900553545	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp900553545	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				0.0	4795700.0	8851500.0	3.157E7	0.0	1271100.0	3142100.0	0.0	7993300.0	0.0	606450.0	0.0	3915900.0	900870.0	0.0	0.0	3391500.0	0.0	820260.0	92939.0
MGYG000303419	3863	215	18	SFLA01 sp004553575	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	CAG-382	SFLA01	SFLA01 sp004553575	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				1.0245265043803418E8	1504405.0	9.852785048076923E7	9009790.0	2.0874527414529916E7	6381320.0	7.91073763888889E7	2804900.0	8.818237902777778E7	1717960.0	2.2507266944444444E7	521100.0	1.0321671015491453E8	1223900.0	6.959954666666667E7	0.0	1.4953152777777778E7	869900.0	3.677232927350427E7	976150.0
MGYG000301239	3617	242	54	Agathobacter faecis	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter faecis	Roseburia	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia		2.005927275E8	1.89861875E7	5.104334025E8	3636335.0	2.22320545E8	1.755873E7	4.03816945E8	2.60368025E7	1.55432725E8	5341380.0	3.29946944E8	8128102.5	6.01679759E8	9444480.0	4.19553582E8	1.677935E7	1.4015471394230769E9	4634597.5	1.5970716E8	4444695.0
MGYG000302207	4174	461	172	Terrisporobacter	Genus	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter												2.9553867653846157E8	6.824225E7	6.947613223076923E8	1.4101163157142856E9	2.36343703E8	1.6729597E8	5.303887792307692E8	1.2678939E8	1.1630728946703298E9	1.2251475975E9	5.8706049E8	2.07810718E8	5.617603645054946E8	2.1237919E8	3.4206273884615386E8	6.33006E7	5.784947592857143E8	5.48855125E7	5.240058626923077E8	7.146183E7
MGYG000302328	1359	53	7	CAG-492 sp900557045	Species	Bacteria		Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-492	CAG-492 sp900557045	Clostridia	Class	Bacteria		Firmicutes	Clostridia					4.6326961538461536E7	6363200.0	7414642.307692308	1.3656E7	1.319365E7	7.69172E7	5790369.230769231	6410000.0	9693365.384615384	8338900.0	5.07017E7	6.00961E7	6833873.076923077	6642900.0	2081503.846153846	2083700.0	8973400.0	5589500.0	2.1628607692307692E7	2482000.0
MGYG000300381	565	30	6	JAEDLN01 sp016295275	Species	Bacteria		Verrucomicrobiota	Kiritimatiellae	RFP12	UBA3636	JAEDLN01	JAEDLN01 sp016295275	Kiritimatiellae	Class	Bacteria		Kiritimatiellaeota	Kiritimatiellae					0.0	0.0	0.0	0.0	0.0	0.0	1.9307E7	0.0	6238200.0	0.0	3.1058E7	0.0	0.0	0.0	9086800.0	0.0	0.0	0.0	0.0	0.0
MGYG000301590	144	21	17	Sutterella wadsworthensis_A	Species	Bacteria		Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella wadsworthensis_A	Sutterella	Genus	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella		3.29478E7	0.0	6704980.0	0.0	4.62904E7	0.0	3.57574E7	328220.0	3.72466E7	0.0	4.03318E7	0.0	2.37132E7	1227740.0	3.33855E7	133140.0	4.01533E7	1427500.0	8.67582E7	0.0
MGYG000301230	915	48	5	Ligilactobacillus salivarius	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	Ligilactobacillus salivarius	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	5945900.0	5801520.0	4005900.0	7866400.0	4247350.0	2.05625E7	2.06429E7	1.1239E7	2.3279E7	1956500.0	1.01205E7	4398035.0	6583200.0	0.0	4787800.0	0.0	3568705.0	2898100.0	5.13249E7	6930000.0
MGYG000301474	1288	46	4	Pseudoruminococcus_A sp902765855	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Pseudoruminococcus_A	Pseudoruminococcus_A sp902765855	Ruminococcus	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus		1.77524E7	51105.0	1.29163E7	2206000.0	2315700.0	5009500.0	6378000.0	900400.0	2.15058E7	843800.0	5867300.0	521100.0	4220750.0	0.0	1.01703E7	1258400.0	8834335.0	2975000.0	3.56245E7	976150.0
MGYG000301111	4846	376	102	Limosilactobacillus reuteri	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri	Limosilactobacillus reuteri	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri	8.613834973333333E7	1.019745E7	6.309358333333333E7	2.624088E7	8.2417737E7	5.59961895E8	1.1354991E8	9916000.0	1.1367207E8	2851170.0	5.659759000000001E7	2.614743E7	9.550244333333334E7	2.038015E7	5.6644253333333336E7	7944060.0	3.18805022E8	4.1258343E8	9.814726066666666E7	1.067903E7
MGYG000301232	1670	56	3	UMGS2016	Genus	Bacteria		Firmicutes	Bacilli	RF39	UBA660	UMGS2016												0.0	0.0	6488200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4476880.0	0.0	0.0	0.0	7738700.0	0.0
MGYG000302320	12372	1487	358	Gemmiger formicilis	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	Subdoligranulum variabile	Species	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum	Subdoligranulum variabile	5.834682503538464E9	1.847044276666667E8	2.752156024641026E9	3.710692735E8	2.166194964666667E9	1.98564463E8	3.9127808042307687E9	2.2947893566666666E8	4.011820564432235E9	1.728507381666667E8	3.688162232714286E9	1.39130645E8	4.452728715410258E9	2.62319319E8	5.5268786907509165E9	1.267102045E8	5.526574289000002E9	1.57432718E8	4.712663748858974E9	1.1526315366666667E8
MGYG000301231	17526	1818	479	Faecalibacterium prausnitzii_E	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_E	Faecalibacterium prausnitzii	Species	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii	7.435254934833335E9	4.188673385E8	3.340528411333334E9	1.0535413326666666E9	4.677887542166667E9	7.303834363333333E8	4.133326265E9	6.997418333333334E8	3.6744268643333335E9	2.2276088055E9	3.6302598931666665E9	1.2912306E8	1.0087810537166666E10	1.8522827883333337E8	4.862315342166666E9	1.08225305E8	6.095957128333333E9	1.442634828333333E8	5.013627893916665E9	2.276331858E9
MGYG000301473	1233	110	8	Frisingicoccus caecimuris	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	Frisingicoccus caecimuris	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				1.7331219134199135E7	3833000.0	4.871236896103896E7	0.0	876893.9826839827	2941800.0	2.148192484848485E7	0.0	6.219819731601732E7	4055500.0	9746049.090909092	4119100.0	1.0790036666666668E7	1534900.0	1.02158E7	859866.6666666666	5091470.0	0.0	4.5129676320346326E7	0.0
MGYG000301594	498	27	1	UMGS775 sp900545325	Species	Bacteria		Firmicutes_A	Clostridia	Christensenellales	Borkfalkiaceae	UMGS775	UMGS775 sp900545325	Clostridia	Class	Bacteria		Firmicutes	Clostridia					0.0	0.0	3788800.0	0.0	599660.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3070100.0	0.0
MGYG000299909	476	20	2	Lachnospiraceae	Family	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae													2765800.0	0.0	2698900.0	1238900.0	0.0	0.0	2264800.0	4190120.0	7513600.0	1777600.0	2.55481E7	881310.0	1025400.0	0.0	0.0	0.0	703020.0	0.0	0.0	893170.0
MGYG000300279	10241	558	69	Blautia_A obeum	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A obeum	Blautia obeum	Species	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia obeum	8.363932496825396E7	7365950.0	3.7745005E7	9431300.0	5.462137165079365E8	6777600.0	5.1261341746031746E7	3953000.0	1.0236120349206349E8	332615.0	9.027775587301588E7	1156400.0	8.880544722222222E7	1082670.0	6.878017238095239E7	4722870.0	9.401878649206349E7	7099910.0	7.652134460317461E7	219790.0
MGYG000301125	2841	128	13	Sporofaciens	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sporofaciens												1.026549641025641E7	0.0	1.198373923076923E7	7436300.0	9.464276602564104E7	3326990.0	1.996375E7	566000.0	1.756605E7	0.0	1896000.0	1718200.0	1.0581992307692308E7	0.0	3573123.3333333335	545350.0	7892120.0	0.0	3.3155415384615384E7	0.0
